dataFileName	indexContact	indexMaxPreload	indexMaxAdhesion
p30_a00.data	227	251	338
p30_a01.data	225	249	331
p30_a02.data	226	249	328
p30_a03.data	224	247	323
p30_a04.data	224	247	321
p30_a05.data	225	247	320
p30_a06.data	223	245	314
p30_a07.data	221	245	311
p30_a08.data	221	243	307
p30_a09.data	222	243	305
p30_a10.data	219	241	301
p30_a20.data	219	241	290
p30_a30.data	219	240	303
p30_a40.data	218	239	282
p30_a50.data	218	239	280
p30_a60.data	217	238	278
p30_a70.data	217	238	274
p30_a80.data	217	238	273
p30_a90.data	216	237	276
