dataFileName	indexContact	indexMaxPreload	indexMaxAdhesion
p33_pa+15_a00.data	228	266	371
p33_pa+15_a01.data	229	266	370
p33_pa+15_a02.data	229	266	368
p33_pa+15_a03.data	228	265	369
p33_pa+15_a04.data	227	265	367
p33_pa+15_a05.data	224	262	351
p33_pa+15_a06.data	224	262	348
p33_pa+15_a07.data	224	261	347
p33_pa+15_a08.data	222	260	346
p33_pa+15_a09.data	222	260	345
p33_pa+15_a10.data	222	259	343
p33_pa+15_a20.data	222	259	320
p33_pa+15_a30.data	221	258	314
p33_pa+15_a40.data	221	258	311
p33_pa+15_a50.data	220	257	309
p33_pa+15_a60.data	220	257	303
p33_pa+15_a70.data	217	254	300
p33_pa+15_a80.data	217	254	300
p33_pa+15_a90.data	216	253	307
p33_pa+20_a00.data	228	266	362
p33_pa+20_a01.data	226	265	359
p33_pa+20_a02.data	227	265	360
p33_pa+20_a03.data	225	263	356
p33_pa+20_a04.data	225	262	355
p33_pa+20_a05.data	224	262	355
