dataFileName	indexContact	indexMaxPreload	indexMaxAdhesion
p36_pa+20_a04.data	226	279	384
p36_pa+20_a05.data	225	278	408
p36_pa+20_a06.data	225	278	381
p36_pa+20_a07.data	223	276	378
p36_pa+20_a08.data	222	275	375
p36_pa+20_a09.data	222	275	371
p36_pa+20_a10.data	221	274	369
p36_pa+20_a20.data	221	274	366
p36_pa+20_a30.data	222	274	352
p36_pa+20_a40.data	221	274	350
p36_pa+20_a50.data	220	273	340
p36_pa+20_a60.data	220	271	332
p36_pa+20_a70.data	218	271	329
p36_pa+20_a80.data	218	270	330
p36_pa+20_a90.data	216	270	341
