dataFileName	indexContact	indexMaxPreload	indexMaxAdhesion
p30_a00.data	219	252	427
p30_a01.data	219	252	414
p30_a02.data	219	250	411
p30_a03.data	217	249	405
p30_a04.data	218	248	389
p30_a05.data	215	246	385
p30_a06.data	215	246	382
p30_a07.data	214	244	369
p30_a08.data	214	245	358
p30_a09.data	213	243	355
p30_a10.data	211	241	351
p30_a20.data	211	241	322
p30_a30.data	209	239	315
p30_a40.data	210	239	310
p30_a50.data	207	237	304
p30_a60.data	208	237	294
p30_a70.data	208	237	283
p30_a80.data	208	237	277
p30_a90.data	208	237	278
p30_lights_a00.data	216	251	274
p30_lights_a01.data	214	250	426
p30_lights_a02.data	214	250	417
p30_lights_a03.data	213	248	412
p30_lights_a04.data	211	247	401
p30_lights_a05.data	211	247	397
p30_lights_a06.data	211	246	381
p30_lights_a07.data	210	245	377
p30_lights_a08.data	210	244	373
p30_lights_a09.data	209	245	369
p30_lights_a10.data	207	243	358
p30_lights_a20.data	207	242	328
p30_lights_a30.data	205	240	324
p30_lights_a40.data	203	238	318
p30_lights_a50.data	204	238	311
p30_lights_a60.data	203	236	299
p30_lights_a70.data	203	236	288
p30_lights_a80.data	203	236	281
p30_lights_a90.data	201	233	279
p33_a00.data	223	267	500
p33_a01.data	223	267	500
p33_a02.data	222	265	460
p33_a03.data	221	264	458
p33_a04.data	222	264	434
p33_a05.data	220	262	426
p33_a06.data	220	262	420
p33_a07.data	219	262	420
p33_a08.data	219	262	414
p33_a09.data	217	259	399
p33_a10.data	216	258	394
p33_a20.data	216	258	364
p33_a30.data	216	257	346
p33_a40.data	216	257	343
p33_a50.data	214	255	335
p33_a60.data	214	255	327
p33_a70.data	212	252	313
p33_a80.data	212	253	306
p33_a90.data	212	253	306
p36_a00.data	225	284	545
p36_a01.data	224	278	492
p36_a02.data	224	279	498
p36_a03.data	222	278	513
p36_a04.data	222	277	507
p36_a05.data	221	276	520
p36_a06.data	220	275	476
p36_a07.data	220	276	479
p36_a08.data	218	273	450
p36_a09.data	219	273	439
p36_a10.data	216	271	435
p36_a20.data	215	269	391
p36_a30.data	215	269	376
p36_a40.data	212	267	367
p36_a50.data	213	267	359
p36_a60.data	211	265	351
p36_a70.data	211	265	339
p36_a80.data	210	264	329
p36_a90.data	210	264	331
