preload = 31
latAmp = 100
contactDistance = 25
run = 036
temperature = 21.2
cantilever = 529b02
trajectory = LS_p31_d80_vp20_vd20.traj
humidity = 37.8
sample = sws19
date = March 30, 2010 12:11
norAmp = 100
endIndex = 14308
startIndex = 13771
pulloffAngle = 80.0
<data>
forceLateralMicroNewton forceNormalMicroNewton  positionLateralMicron   positionNormalMicron    time                    voltageForceLateral     voltageForceNormal      voltagePositionX        voltagePositionY        
-0.0942956080139        0.0287301199777         0.05493164              0.07629395              0.0                     0.027771                0.009765625             0.007629395             0.005493164             
-0.0580280455749        0.0323213904911         0.05187988              0.07629395              0.0157                  0.01708984              0.01098633              0.007629395             0.005187988             
-0.0828972176655        0.0601536965179         0.04882812              0.07629395              0.0313                  0.02441406              0.02044678              0.007629395             0.004882812             
-0.060100504878         0.0386061028571         0.0579834               0.0793457               0.0313                  0.0177002               0.01312256              0.00793457              0.00579834              
-0.0818610219686        0.0404017307589         0.05493164              0.07629395              0.0469                  0.02410889              0.01373291              0.007629395             0.005493164             
-0.0694264359233        0.0278323030848         0.05187988              0.0793457               0.0469                  0.02044678              0.009460449             0.00793457              0.005187988             
-0.0984404587108        0.0421973586607         0.05187988              0.08239746              0.0625                  0.0289917               0.01434326              0.008239746             0.005187988             
-0.0818610219686        0.05207335625           0.04882812              0.07629395              0.0782                  0.02410889              0.0177002               0.007629395             0.004882812             
-0.0839334473171        0.0574602399554         0.04577637              0.0793457               0.0782                  0.02471924              0.01953125              0.00793457              0.004577637             
-0.0777161373171        0.0421973586607         0.05187988              0.08239746              0.0938                  0.02288818              0.01434326              0.008239746             0.005187988             
-0.056991849878         0.0475842717857         0.04882812              0.07324219              0.1094                  0.01678467              0.01617432              0.007324219             0.004882812             
-0.0777161373171        0.046686443125          0.05187988              0.0793457               0.1094                  0.02288818              0.01586914              0.00793457              0.005187988             
-0.0777161373171        0.0475842717857         0.05187988              0.08239746              0.125                   0.02288818              0.01617432              0.008239746             0.005187988             
-0.0860058726655        0.0341170183929         0.05187988              0.0793457               0.1407                  0.02532959              0.01159668              0.00793457              0.005187988             
-0.0590642752265        0.0538689841518         0.04882812              0.07629395              0.1407                  0.01739502              0.01831055              0.007629395             0.004882812             
-0.0849696430139        0.05207335625           0.04882812              0.08544922              0.1563                  0.02502441              0.0177002               0.008544922             0.004882812             
-0.0942956080139        0.046686443125          0.05187988              0.0793457               0.1719                  0.027771                0.01586914              0.00793457              0.005187988             
-0.0963680333624        0.0493798996875         0.05187988              0.0793457               0.1719                  0.02838135              0.01678467              0.00793457              0.005187988             
-0.0839334473171        0.0242410384554         0.05187988              0.07629395              0.1875                  0.02471924              0.008239746             0.007629395             0.005187988             
-0.0880782980139        0.0538689841518         0.05187988              0.07324219              0.2032                  0.02593994              0.01831055              0.007324219             0.005187988             
-0.0663177809233        0.05207335625           0.05493164              0.07324219              0.2032                  0.01953125              0.0177002               0.007324219             0.005493164             
-0.0683902062718        0.0529711554911         0.05493164              0.08239746              0.2188                  0.0201416               0.01800537              0.008239746             0.005493164             
-0.0828972176655        0.0493798996875         0.05493164              0.07629395              0.2188                  0.02441406              0.01678467              0.007629395             0.005493164             
-0.0766799416202        0.0412995594196         0.05493164              0.0793457               0.2344                  0.02258301              0.01403809              0.00793457              0.005493164             
-0.0860058726655        0.0359126462946         0.04882812              0.0793457               0.25                    0.02532959              0.01220703              0.00793457              0.004882812             
-0.0642453555749        0.0538689841518         0.05493164              0.07324219              0.25                    0.0189209               0.01831055              0.007324219             0.005493164             
-0.0725350569686        0.0511755275893         0.05493164              0.0793457               0.2657                  0.0213623               0.01739502              0.00793457              0.005493164             
-0.0756437119686        0.0377082741964         0.04882812              0.0793457               0.2813                  0.02227783              0.01281738              0.00793457              0.004882812             
-0.0735712866202        0.0628471236607         0.05493164              0.07629395              0.2813                  0.02166748              0.0213623               0.007629395             0.005493164             
-0.0756437119686        0.0475842717857         0.04882812              0.07629395              0.2969                  0.02227783              0.01617432              0.007629395             0.004882812             
-0.0787523669686        0.05207335625           0.05493164              0.07629395              0.2969                  0.02319336              0.0177002               0.007629395             0.005493164             
-0.0756437119686        0.0538689841518         0.05187988              0.07629395              0.3125                  0.02227783              0.01831055              0.007629395             0.005187988             
-0.0808247923171        0.0664384088839         0.04882812              0.0793457               0.3282                  0.02380371              0.02258301              0.00793457              0.004882812             
-0.0766799416202        0.0296279339286         0.05493164              0.0793457               0.3438                  0.02258301              0.0100708               0.00793457              0.005493164             
-0.0984404587108        0.0386061028571         0.05187988              0.0793457               0.3438                  0.0289917               0.01312256              0.00793457              0.005187988             
-0.0797885966202        0.0332191897321         0.04882812              0.0793457               0.3594                  0.02349854              0.0112915               0.00793457              0.004882812             
-0.0777161373171        0.0448908152232         0.05187988              0.07324219              0.3594                  0.02288818              0.01525879              0.007324219             0.005187988             
-0.0714988612718        0.0511755275893         0.04882812              0.07629395              0.375                   0.02105713              0.01739502              0.007629395             0.004882812             
-0.0963680333624        0.0637449523214         0.04882812              0.07629395              0.3907                  0.02838135              0.02166748              0.007629395             0.004882812             
-0.0652815512718        0.0574602399554         0.05493164              0.08239746              0.3907                  0.01922607              0.01953125              0.008239746             0.005493164             
-0.0880782980139        0.0305257625893         0.04882812              0.07324219              0.4063                  0.02593994              0.01037598              0.007324219             0.004882812             
-0.0663177809233        0.0655405802232         0.05187988              0.07324219              0.4063                  0.01953125              0.02227783              0.007324219             0.005187988             
-0.0714988612718        0.0323213904911         0.05493164              0.07324219              0.4219                  0.02105713              0.01098633              0.007324219             0.005493164             
-0.0611367005749        0.0574602399554         0.05493164              0.07629395              0.4375                  0.01800537              0.01953125              0.007629395             0.005493164             
-0.0870421023171        0.0556646120536         0.05187988              0.0793457               0.4375                  0.02563477              0.0189209               0.00793457              0.005187988             
-0.0694264359233        0.0511755275893         0.05493164              0.07629395              0.4532                  0.02044678              0.01739502              0.007629395             0.005493164             
-0.0860058726655        0.0529711554911         0.05187988              0.0793457               0.4688                  0.02532959              0.01800537              0.00793457              0.005187988             
-0.0922231487108        0.0574602399554         0.04882812              0.0793457               0.4688                  0.02716064              0.01953125              0.00793457              0.004882812             
-0.060100504878         0.046686443125          0.05187988              0.07324219              0.4844                  0.0177002               0.01586914              0.007324219             0.005187988             
-0.0849696430139        0.0484820710268         0.04882812              0.0793457               0.5                     0.02502441              0.01647949              0.00793457              0.004882812             
-0.0880782980139        0.046686443125          0.05187988              0.07629395              0.5                     0.02593994              0.01586914              0.007629395             0.005187988             
-0.0787523669686        0.07272312125           0.05187988              0.08239746              0.5157                  0.02319336              0.02471924              0.008239746             0.005187988             
-0.056991849878         0.0332191897321         0.05493164              0.07019043              0.5313                  0.01678467              0.0112915               0.007019043             0.005493164             
-0.060100504878         0.046686443125          0.04882812              0.08239746              0.5313                  0.0177002               0.01586914              0.008239746             0.004882812             
-0.0663177809233        0.0511755275893         0.04882812              0.07629395              0.5469                  0.01953125              0.01739502              0.007629395             0.004882812             
-0.0828972176655        0.067336208125          0.04882812              0.07019043              0.5625                  0.02441406              0.02288818              0.007019043             0.004882812             
-0.0766799416202        0.0574602399554         0.04577637              0.07629395              0.5625                  0.02258301              0.01953125              0.007629395             0.004577637             
-0.109838815105         0.0511755275893         0.04882812              0.08239746              0.5782                  0.03234863              0.01739502              0.008239746             0.004882812             
-0.0963680333624        0.0475842717857         0.05493164              0.07629395              0.5782                  0.02838135              0.01617432              0.007629395             0.005493164             
-0.0828972176655        0.0565624112946         0.05493164              0.07629395              0.5938                  0.02441406              0.01922607              0.007629395             0.005493164             
-0.0694264359233        0.0386061028571         0.05187988              0.07629395              0.6094                  0.02044678              0.01312256              0.007629395             0.005187988             
-0.0673540105749        0.0529711554911         0.05187988              0.0793457               0.6094                  0.01983643              0.01800537              0.00793457              0.005187988             
-0.0828972176655        0.0395039020982         0.05187988              0.08239746              0.625                   0.02441406              0.01342773              0.008239746             0.005187988             
-0.0777161373171        0.0448908152232         0.05187988              0.08239746              0.6407                  0.02288818              0.01525879              0.008239746             0.005187988             
-0.0663177809233        0.0493798996875         0.05187988              0.07629395              0.6407                  0.01953125              0.01678467              0.007629395             0.005187988             
-0.103621539059         0.0556646120536         0.05187988              0.0793457               0.6563                  0.03051758              0.0189209               0.00793457              0.005187988             
-0.0621729302265        0.0637449523214         0.04882812              0.07629395              0.6719                  0.01831055              0.02166748              0.007629395             0.004882812             
-0.0704626316202        0.0421973586607         0.05187988              0.07629395              0.6719                  0.02075195              0.01434326              0.007629395             0.005187988             
-0.0880782980139        0.0430951873214         0.05493164              0.08239746              0.6875                  0.02593994              0.01464844              0.008239746             0.005493164             
-0.0808247923171        0.0538689841518         0.05187988              0.08239746              0.7032                  0.02380371              0.01831055              0.008239746             0.005187988             
-0.0673540105749        0.0484820710268         0.04882812              0.0793457               0.7032                  0.01983643              0.01647949              0.00793457              0.004882812             
-0.0694264359233        0.0377082741964         0.04882812              0.07324219              0.7188                  0.02044678              0.01281738              0.007324219             0.004882812             
-0.0984404587108        0.0314235618304         0.04882812              0.0793457               0.7188                  0.0289917               0.01068115              0.00793457              0.004882812             
-0.0528469652265        0.05207335625           0.05493164              0.07629395              0.7344                  0.01556396              0.0177002               0.007629395             0.005493164             
-0.0797885966202        0.0502776989286         0.05493164              0.08239746              0.75                    0.02349854              0.01708984              0.008239746             0.005493164             
-0.0818610219686        0.0323213904911         0.04577637              0.0793457               0.75                    0.02410889              0.01098633              0.00793457              0.004577637             
-0.0735712866202        0.0377082741964         0.04577637              0.0793457               0.7657                  0.02166748              0.01281738              0.00793457              0.004577637             
-0.0580280455749        0.0430951873214         0.05187988              0.0793457               0.7657                  0.01708984              0.01464844              0.00793457              0.005187988             
-0.0932593783624        0.05207335625           0.0579834               0.0793457               0.7813                  0.02746582              0.0177002               0.00793457              0.00579834              
-0.0746075162718        0.05207335625           0.04577637              0.08239746              0.7969                  0.02197266              0.0177002               0.008239746             0.004577637             
-0.0818610219686        0.0359126462946         0.05493164              0.07629395              0.7969                  0.02410889              0.01220703              0.007629395             0.005493164             
-0.100512884059         0.0395039020982         0.05187988              0.0793457               0.8125                  0.02960205              0.01342773              0.00793457              0.005187988             
-0.0714988612718        0.0296279339286         0.05187988              0.07629395              0.8282                  0.02105713              0.0100708               0.007629395             0.005187988             
-0.0797885966202        0.0502776989286         0.04882812              0.08544922              0.8282                  0.02349854              0.01708984              0.008544922             0.004882812             
-0.0839334473171        0.0565624112946         0.05187988              0.08239746              0.8438                  0.02471924              0.01922607              0.008239746             0.005187988             
-0.0652815512718        0.0457886144643         0.05493164              0.07629395              0.8594                  0.01922607              0.01556396              0.007629395             0.005493164             
-0.0818610219686        0.0502776989286         0.04882812              0.0793457               0.8594                  0.02410889              0.01708984              0.00793457              0.004882812             
-0.0518107695296        0.0547667833929         0.05187988              0.08239746              0.875                   0.01525879              0.01861572              0.008239746             0.005187988             
-0.0621729302265        0.0332191897321         0.05187988              0.07324219              0.8907                  0.01831055              0.0112915               0.007324219             0.005187988             
-0.0891145276655        0.05207335625           0.04577637              0.09765625              0.8907                  0.02624512              0.0177002               0.009765625             0.004577637             
-0.0891145276655        0.0439929865625         0.05187988              0.3173828               0.9063                  0.02624512              0.01495361              0.03173828              0.005187988             
-0.0808247923171        0.0565624112946         0.05493164              0.5096436               0.9219                  0.02380371              0.01922607              0.05096436              0.005493164             
-0.0860058726655        0.0502776989286         0.0579834               0.680542                0.9219                  0.02532959              0.01708984              0.0680542               0.00579834              
-0.0777161373171        0.0484820710268         0.05187988              0.9033203               0.9375                  0.02288818              0.01647949              0.09033203              0.005187988             
-0.0797885966202        0.0305257625893         0.04272461              1.153564                0.9532                  0.02349854              0.01037598              0.1153564               0.004272461             
-0.0880782980139        0.0125694276741         0.05187988              1.290894                0.9532                  0.02593994              0.004272461             0.1290894               0.005187988             
-0.0797885966202        0.0439929865625         0.04577637              1.535034                0.9688                  0.02349854              0.01495361              0.1535034               0.004577637             
-0.0828972176655        0.0305257625893         0.04882812              1.754761                0.9688                  0.02441406              0.01037598              0.1754761               0.004882812             
-0.0735712866202        0.0260366722411         0.05493164              1.882935                0.9844                  0.02166748              0.008850098             0.1882935               0.005493164             
-0.0632091259233        0.0215475907187         0.04882812              2.108765                1.0                     0.01861572              0.007324219             0.2108765               0.004882812             
-0.0766799416202        0.00538689841518        0.04882812              2.349854                1.0                     0.02258301              0.001831055             0.2349854               0.004882812             
-0.0828972176655        0.0170585091964         0.05187988              2.487183                1.0157                  0.02441406              0.00579834              0.2487183               0.005187988             
-0.0683902062718        0.0170585091964         0.04577637              2.72522                 1.0313                  0.0201416               0.00579834              0.272522                0.004577637             
-0.0714988612718        0.00808034615179        0.04882812              2.896118                1.0313                  0.02105713              0.002746582             0.2896118               0.004882812             
-0.0611367005749        0.0116716107813         0.05187988              3.085327                1.0469                  0.01800537              0.003967285             0.3085327               0.005187988             
-0.0424848384843        0.00628471236607        0.05493164              3.283691                1.0469                  0.01251221              0.00213623              0.3283691               0.005493164             
-0.0621729302265        0.00538689841518        0.05187988              3.549194                1.0625                  0.01831055              0.001831055             0.3549194               0.005187988             
-0.0435210341812        -0.0125694276741        0.05187988              3.68042                 1.0782                  0.01281738              -0.004272461            0.368042                0.005187988             
-0.0518107695296        -0.0143650585179        0.04882812              3.939819                1.0938                  0.01525879              -0.004882812            0.3939819               0.004882812             
-0.0694264359233        0.0026934486192         0.0579834               4.150391                1.0938                  0.02044678              0.0009155273            0.4150391               0.00579834              
-0.0487021145296        -0.0161606923036        0.05187988              4.278564                1.1094                  0.01434326              -0.005493164            0.4278564               0.005187988             
-0.0435210341812        0.0026934486192         0.04882812              4.522705                1.1094                  0.01281738              0.0009155273            0.4522705               0.004882812             
-0.050774539878         -0.0116716107813        0.0579834               4.718018                1.125                   0.01495361              -0.003967285            0.4718018               0.00579834              
-0.0487021145296        -0.0026934486192        0.04882812              4.882812                1.1407                  0.01434326              -0.0009155273           0.4882812               0.004882812             
-0.0642453555749        -0.00628471236607       0.04882812              5.12085                 1.1407                  0.0189209               -0.00213623             0.512085                0.004882812             
-0.0580280455749        -0.0251388553482        0.04882812              5.343628                1.1563                  0.01708984              -0.008544922            0.5343628               0.004882812             
-0.0497383441812        -0.0170585091964        0.05493164              5.474854                1.1563                  0.01464844              -0.00579834             0.5474854               0.005493164             
-0.0663177809233        -0.0323213904911        0.05187988              5.697632                1.1719                  0.01953125              -0.01098633             0.5697632               0.005187988             
-0.0487021145296        -0.0251388553482        0.04882812              5.947876                1.1875                  0.01434326              -0.008544922            0.5947876               0.004882812             
-0.0611367005749        -0.0448908152232        0.05187988              6.079102                1.1875                  0.01800537              -0.01525879             0.6079102               0.005187988             
-0.050774539878         -0.0493798996875        0.0579834               6.304932                1.2032                  0.01495361              -0.01678467             0.6304932               0.00579834              
-0.0621729302265        -0.0377082741964        0.05493164              6.539917                1.2188                  0.01831055              -0.01281738             0.6539917               0.005493164             
-0.0300502456481        -0.0377082741964        0.04882812              6.674194                1.2188                  0.008850098             -0.01281738             0.6674194               0.004882812             
-0.0414486088328        -0.0332191897321        0.04882812              6.906128                1.2344                  0.01220703              -0.0112915              0.6906128               0.004882812             
-0.0694264359233        -0.0377082741964        0.05187988              7.110596                1.25                    0.02044678              -0.01281738             0.7110596               0.005187988             
-0.0404124131359        -0.0574602399554        0.05187988              7.272339                1.25                    0.01190186              -0.01953125             0.7272339               0.005187988             
-0.0632091259233        -0.0538689841518        0.05493164              7.498169                1.2657                  0.01861572              -0.01831055             0.7498169               0.005493164             
-0.0580280455749        -0.0619493244196        0.04882812              7.702637                1.2813                  0.01708984              -0.02105713             0.7702637               0.004882812             
-0.0476659188328        -0.0457886144643        0.05187988              7.861328                1.2813                  0.01403809              -0.01556396             0.7861328               0.005187988             
-0.0331588904617        -0.0341170183929        0.05187988              8.111572                1.2969                  0.009765625             -0.01159668             0.8111572               0.005187988             
-0.0290140295784        -0.0377082741964        0.04882812              8.334351                1.3125                  0.008544922             -0.01281738             0.8334351               0.004882812             
