preload = 29
latAmp = 100
contactDistance = 25
run = 036
temperature = 21.2
cantilever = 529b02
humidity = 37.8
traj = LS_p29_d80_vp20_vd20.traj
sample = sws19
date = March 30, 2010 12:08
norAmp = 100
endIndex = 14557
startIndex = 14067
pulloffAngle = 90.0
<data>
forceLateralMicroNewton forceNormalMicroNewton  positionLateralMicron   positionNormalMicron    time                    voltageForceLateral     voltageForceNormal      voltagePositionX        voltagePositionY        
-0.0341951031359        0.0170585091964         0.04577637              0.07629395              0.0                     0.0100708               0.00579834              0.007629395             0.004577637             
-0.0404124131359        0.0188541400402         0.05187988              0.0793457               0.0                     0.01190186              0.006408691             0.00793457              0.005187988             
-0.0528469652265        0.0152628754107         0.05493164              0.07019043              0.0156                  0.01556396              0.005187988             0.007019043             0.005493164             
-0.056991849878         0.0170585091964         0.05493164              0.07629395              0.0312                  0.01678467              0.00579834              0.007629395             0.005493164             
-0.0290140295784        0.00359126462946        0.04272461              0.07629395              0.0312                  0.008544922             0.001220703             0.007629395             0.004272461             
-0.0621729302265        -0.00718252925893       0.04882812              0.07629395              0.0469                  0.01831055              -0.002441406            0.007629395             0.004882812             
-0.0238329526254        0.0278323030848         0.04882812              0.07629395              0.0469                  0.007019043             0.009460449             0.007629395             0.004882812             
-0.0207243078118        0.0125694276741         0.05493164              0.07324219              0.0625                  0.006103516             0.004272461             0.007324219             0.005493164             
-0.0362675284843        0.0260366722411         0.05187988              0.0793457               0.0781                  0.01068115              0.008850098             0.00793457              0.005187988             
-0.0455934595296        0.0296279339286         0.05187988              0.07629395              0.0781                  0.01342773              0.0100708               0.007629395             0.005187988             
-0.0373037581359        0.0170585091964         0.05187988              0.07324219              0.0937                  0.01098633              0.00579834              0.007324219             0.005187988             
-0.0248691686951        0.0179563260893         0.04882812              0.08239746              0.1094                  0.007324219             0.006103516             0.008239746             0.004882812             
-0.0414486088328        0.00359126462946        0.04882812              0.07629395              0.1094                  0.01220703              0.001220703             0.007629395             0.004882812             
-0.0290140295784        0.00359126462946        0.05493164              0.0793457               0.125                   0.008544922             0.001220703             0.00793457              0.005493164             
-0.0227967365557        0.0233432215625         0.04882812              0.07629395              0.1406                  0.006713867             0.00793457              0.007629395             0.004882812             
-0.0528469652265        0.00359126462946        0.04272461              0.07629395              0.1406                  0.01556396              0.001220703             0.007629395             0.004272461             
-0.0518107695296        0.00808034615179        0.05187988              0.0793457               0.1562                  0.01525879              0.002746582             0.00793457              0.005187988             
-0.0704626316202        0.00448908152232        0.05187988              0.07629395              0.1719                  0.02075195              0.001525879             0.007629395             0.005187988             
-0.0528469652265        -0.000897816304464      0.05187988              0.07629395              0.1719                  0.01556396              -0.0003051758           0.007629395             0.005187988             
-0.0611367005749        0.0125694276741         0.04882812              0.07629395              0.1875                  0.01800537              0.004272461             0.007629395             0.004882812             
-0.0207243078118        0.013467244567          0.05493164              0.0793457               0.1875                  0.006103516             0.004577637             0.00793457              0.005493164             
-0.0310864583223        -0.0143650585179        0.0579834               0.07629395              0.2031                  0.009155273             -0.004882812            0.007629395             0.00579834              
-0.0341951031359        0.00808034615179        0.04882812              0.07324219              0.2187                  0.0100708               0.002746582             0.007324219             0.004882812             
-0.0497383441812        0.0305257625893         0.05187988              0.07629395              0.2187                  0.01464844              0.01037598              0.007629395             0.005187988             
-0.0435210341812        0.026934486192          0.04882812              0.07324219              0.2344                  0.01281738              0.009155273             0.007324219             0.004882812             
-0.0476659188328        0.0161606923036         0.05187988              0.0793457               0.25                    0.01403809              0.005493164             0.00793457              0.005187988             
-0.0373037581359        0.000897816304464       0.05187988              0.07629395              0.25                    0.01098633              0.0003051758            0.007629395             0.005187988             
-0.0393761834843        0.0179563260893         0.04577637              0.06408691              0.2656                  0.01159668              0.006103516             0.006408691             0.004577637             
