dataFileName	indexContact	indexMaxPreload	indexMaxAdhesion
p30_a00.data	236	251	281
p30_a01.data	236	251	282
p30_a02.data	234	249	281
p30_a03.data	234	250	278
p30_a04.data	233	247	274
p30_a05.data	232	248	279
p30_a06.data	232	247	278
p30_a07.data	230	245	275
p30_a08.data	230	245	278
p30_a09.data	229	244	273
p30_a10.data	229	245	275
p30_a20.data	228	243	270
p30_a30.data	227	241	270
p30_a40.data	226	241	269
p30_a50.data	225	239	265
p30_a60.data	224	239	264
p30_a70.data	225	239	266
p30_a80.data	223	238	270
p30_a90.data	223	238	274
p33_a00.data	237	266	299
p33_a01.data	237	266	295
p33_a02.data	236	266	298
p33_a03.data	234	263	298
p33_a04.data	234	263	298
p33_a05.data	232	261	295
p33_a06.data	233	262	298
p33_a07.data	231	260	290
p33_a08.data	231	260	295
p33_a09.data	229	258	292
p33_a10.data	227	257	291
p33_a20.data	227	256	290
p33_a30.data	226	255	290
p33_a40.data	226	255	288
p33_a50.data	224	253	286
p33_a60.data	224	253	285
p33_a70.data	223	252	288
p33_a80.data	223	252	291
p33_a90.data	222	250	303
p36_a00.data	238	281	332
p36_a01.data	235	279	314
p36_a02.data	236	279	323
p36_a03.data	234	277	316
p36_a04.data	232	275	315
p36_a05.data	232	275	309
p36_a06.data	231	274	315
p36_a07.data	230	274	318
p36_a08.data	230	273	317
p36_a09.data	229	274	313
p36_a10.data	228	271	316
p36_a20.data	226	269	308
p36_a30.data	226	269	307
p36_a40.data	225	268	312
p36_a50.data	225	268	308
p36_a60.data	222	265	306
p36_a70.data	223	266	311
p36_a80.data	221	264	318
p36_a90.data	221	264	331
