fileName	anglePitch	forceMaxAdhesion	forceMaxShear
../026-20091203-sws12-ls/data/separated/p30-a00.data	 -3.0	-0.267	 1.925	
../026-20091203-sws12-ls/data/separated/p30-a01.data	 -3.0	-0.197	 1.861	
../026-20091203-sws12-ls/data/separated/p30-a02.data	 -3.0	-0.248	 1.794	
../026-20091203-sws12-ls/data/separated/p30-a03.data	 -3.0	-0.276	 1.704	
../026-20091203-sws12-ls/data/separated/p30-a04.data	 -3.0	-0.304	 1.643	
../026-20091203-sws12-ls/data/separated/p30-a05.data	 -3.0	-0.350	 1.549	
../026-20091203-sws12-ls/data/separated/p30-a06.data	 -3.0	-0.381	 1.526	
../026-20091203-sws12-ls/data/separated/p30-a07.data	 -3.0	-0.346	 1.421	
../026-20091203-sws12-ls/data/separated/p30-a08.data	 -3.0	-0.437	 1.395	
../026-20091203-sws12-ls/data/separated/p30-a09.data	 -3.0	-0.440	 1.335	
../026-20091203-sws12-ls/data/separated/p30-a10.data	 -3.0	-0.465	 1.306	
../026-20091203-sws12-ls/data/separated/p30-a20.data	 -3.0	-0.629	 0.972	
../026-20091203-sws12-ls/data/separated/p30-a30.data	 -3.0	-0.794	 0.939	
../026-20091203-sws12-ls/data/separated/p30-a40.data	 -3.0	-0.784	 0.858	
../026-20091203-sws12-ls/data/separated/p30-a50.data	 -3.0	-0.850	 0.806	
../026-20091203-sws12-ls/data/separated/p30-a60.data	 -3.0	-0.858	 0.636	
../026-20091203-sws12-ls/data/separated/p30-a70.data	 -3.0	-0.949	 0.475	
../026-20091203-sws12-ls/data/separated/p30-a80.data	 -3.0	-1.024	 0.288	
../026-20091203-sws12-ls/data/separated/p30-a90.data	 -3.0	-1.140	 0.014	
../026-20091203-sws12-ls/data/separated/p33-a00.data	 -3.0	-0.228	 3.133	
../026-20091203-sws12-ls/data/separated/p33-a01.data	 -3.0	-0.356	 3.172	
../026-20091203-sws12-ls/data/separated/p33-a02.data	 -3.0	-0.316	 2.939	
../026-20091203-sws12-ls/data/separated/p33-a03.data	 -3.0	-0.266	 2.688	
../026-20091203-sws12-ls/data/separated/p33-a04.data	 -3.0	-0.333	 2.599	
../026-20091203-sws12-ls/data/separated/p33-a05.data	 -3.0	-0.346	 2.486	
../026-20091203-sws12-ls/data/separated/p33-a06.data	 -3.0	-0.362	 2.386	
../026-20091203-sws12-ls/data/separated/p33-a07.data	 -3.0	-0.390	 2.291	
../026-20091203-sws12-ls/data/separated/p33-a08.data	 -3.0	-0.453	 2.259	
../026-20091203-sws12-ls/data/separated/p33-a09.data	 -3.0	-0.448	 2.156	
../026-20091203-sws12-ls/data/separated/p33-a10.data	 -3.0	-0.412	 2.039	
../026-20091203-sws12-ls/data/separated/p33-a20.data	 -3.0	-0.560	 1.452	
../026-20091203-sws12-ls/data/separated/p33-a30.data	 -3.0	-0.635	 1.238	
../026-20091203-sws12-ls/data/separated/p33-a40.data	 -3.0	-0.683	 1.155	
../026-20091203-sws12-ls/data/separated/p33-a50.data	 -3.0	-0.680	 1.012	
../026-20091203-sws12-ls/data/separated/p33-a60.data	 -3.0	-0.734	 0.840	
../026-20091203-sws12-ls/data/separated/p33-a70.data	 -3.0	-0.808	 0.642	
../026-20091203-sws12-ls/data/separated/p33-a80.data	 -3.0	-1.018	 0.376	
../026-20091203-sws12-ls/data/separated/p33-a90.data	 -3.0	-1.200	 0.008	
../026-20091203-sws12-ls/data/separated/p36-a00.data	 -3.0	-0.319	 4.546	
../026-20091203-sws12-ls/data/separated/p36-a01.data	 -3.0	-0.472	 4.557	
../026-20091203-sws12-ls/data/separated/p36-a02.data	 -3.0	-0.512	 4.373	
../026-20091203-sws12-ls/data/separated/p36-a03.data	 -3.0	-0.509	 4.177	
../026-20091203-sws12-ls/data/separated/p36-a04.data	 -3.0	-0.479	 3.855	
../026-20091203-sws12-ls/data/separated/p36-a05.data	 -3.0	-0.561	 3.801	
../026-20091203-sws12-ls/data/separated/p36-a06.data	 -3.0	-0.519	 3.536	
../026-20091203-sws12-ls/data/separated/p36-a07.data	 -3.0	-0.498	 3.372	
../026-20091203-sws12-ls/data/separated/p36-a08.data	 -3.0	-0.520	 3.253	
../026-20091203-sws12-ls/data/separated/p36-a09.data	 -3.0	-0.493	 3.045	
../026-20091203-sws12-ls/data/separated/p36-a10.data	 -3.0	-0.599	 2.986	
../026-20091203-sws12-ls/data/separated/p36-a20.data	 -3.0	-0.625	 2.006	
../026-20091203-sws12-ls/data/separated/p36-a30.data	 -3.0	-0.729	 1.621	
../026-20091203-sws12-ls/data/separated/p36-a40.data	 -3.0	-0.683	 1.489	
../026-20091203-sws12-ls/data/separated/p36-a50.data	 -3.0	-0.685	 1.286	
../026-20091203-sws12-ls/data/separated/p36-a60.data	 -3.0	-0.767	 1.072	
../026-20091203-sws12-ls/data/separated/p36-a70.data	 -3.0	-0.939	 0.813	
../026-20091203-sws12-ls/data/separated/p36-a80.data	 -3.0	-1.128	 0.490	
../026-20091203-sws12-ls/data/separated/p36-a90.data	 -3.0	-1.318	 0.021	
