dataFileName	indexContact	indexMaxPreload	indexMaxAdhesion
p30-a00.data	238	250	365
p30-a01.data	238	250	360
p30-a02.data	236	249	354
p30-a03.data	236	249	349
p30-a04.data	234	246	344
p30-a05.data	233	245	337
p30-a06.data	233	245	335
p30-a07.data	230	242	327
p30-a08.data	230	243	326
p30-a09.data	230	242	321
p30-a10.data	230	241	319
p30-a20.data	228	239	299
p30-a30.data	227	237	296
p30-a40.data	226	237	293
p30-a50.data	224	235	287
p30-a60.data	224	235	280
p30-a70.data	224	235	275
p30-a80.data	221	233	269
p30-a90.data	222	233	268
p33-a00.data	241	272	438
p33-a01.data	239	266	435
p33-a02.data	239	265	425
p33-a03.data	237	266	415
p33-a04.data	238	264	407
p33-a05.data	236	262	401
p33-a06.data	235	261	395
p33-a07.data	235	262	391
p33-a08.data	234	260	388
p33-a09.data	233	260	383
p33-a10.data	231	258	375
p33-a20.data	229	256	345
p33-a30.data	229	256	336
p33-a40.data	228	254	328
p33-a50.data	227	254	322
p33-a60.data	225	252	314
p33-a70.data	225	252	307
p33-a80.data	225	252	301
p33-a90.data	223	249	301
p36-a00.data	239	284	509
p36-a01.data	237	282	504
p36-a02.data	237	281	496
p36-a03.data	235	277	486
p36-a04.data	235	279	472
p36-a05.data	233	276	468
p36-a06.data	231	273	456
p36-a07.data	231	274	449
p36-a08.data	229	273	442
p36-a09.data	229	271	434
p36-a10.data	227	268	428
p36-a20.data	226	266	384
p36-a30.data	225	266	368
p36-a40.data	224	265	361
p36-a50.data	224	265	352
p36-a60.data	222	263	342
p36-a70.data	222	263	336
p36-a80.data	220	261	329
p36-a90.data	220	261	329
