dataFileName	indexContact	indexMaxPreload	indexMaxAdhesion
p30_a00.data	233	251	317
p30_a01.data	231	250	313
p30_a02.data	232	250	315
p30_a03.data	230	247	315
p30_a04.data	229	247	310
p30_a05.data	228	246	307
p30_a06.data	226	243	306
p30_a07.data	227	244	306
p30_a08.data	225	242	303
p30_a09.data	225	242	303
p30_a10.data	222	241	299
p30_a20.data	222	239	296
p30_a30.data	219	237	290
p30_a40.data	219	235	291
p30_a50.data	217	234	291
p30_a60.data	217	234	293
p30_a70.data	216	232	298
p30_a80.data	217	232	293
p30_a90.data	215	230	292
p33_a00.data	235	265	338
p33_a01.data	235	266	335
p33_a02.data	234	266	337
p33_a03.data	232	263	335
p33_a04.data	231	263	334
p33_a05.data	230	262	334
p33_a06.data	231	260	332
p33_a07.data	228	261	330
p33_a08.data	228	256	328
p33_a09.data	227	257	326
p33_a10.data	225	256	321
p33_a20.data	224	255	322
p33_a30.data	223	253	316
p33_a40.data	223	253	316
p33_a50.data	220	251	314
p33_a60.data	221	251	316
p33_a70.data	219	248	318
p33_a80.data	220	248	322
p33_a90.data	217	247	322
p36_a00.data	232	280	362
p36_a01.data	231	279	361
p36_a02.data	232	280	359
p36_a03.data	230	278	358
p36_a04.data	230	277	360
p36_a05.data	229	276	361
p36_a06.data	228	274	356
p36_a07.data	227	275	356
p36_a08.data	225	274	354
p36_a09.data	224	272	351
p36_a10.data	224	271	348
p36_a20.data	222	270	347
p36_a30.data	222	269	344
p36_a40.data	221	268	340
p36_a50.data	222	268	336
p36_a60.data	219	266	340
p36_a70.data	219	266	346
p36_a80.data	217	264	351
p36_a90.data	217	264	357
