fileName	anglePitch	forceMaxAdhesion	forceMaxShear
p30_a00.data	  0.0	-0.066	 2.829	
p30_a01.data	  0.0	-0.183	 2.835	
p30_a02.data	  0.0	-0.239	 2.797	
p30_a03.data	  0.0	-0.329	 2.728	
p30_a04.data	  0.0	-0.375	 2.687	
p30_a05.data	  0.0	-0.334	 2.510	
p30_a06.data	  0.0	-0.516	 2.657	
p30_a07.data	  0.0	-0.623	 2.597	
p30_a08.data	  0.0	-0.761	 2.751	
p30_a09.data	  0.0	-0.831	 2.694	
p30_a10.data	  0.0	-0.634	 2.333	
p30_a20.data	  0.0	-0.896	 2.023	
p30_a30.data	  0.0	-0.925	 1.810	
p30_a40.data	  0.0	-0.936	 1.663	
p30_a50.data	  0.0	-0.805	 1.406	
p30_a60.data	  0.0	-0.777	 1.094	
p30_a70.data	  0.0	-0.830	 0.946	
p30_a80.data	  0.0	-1.054	 0.650	
p30_a90.data	  0.0	-1.163	 0.235	
p33_a00.data	  0.0	-0.456	 4.391	
p33_a01.data	  0.0	-0.478	 4.238	
p33_a02.data	  0.0	-0.361	 3.936	
p33_a03.data	  0.0	-0.280	 3.655	
p33_a04.data	  0.0	-0.101	 3.245	
p33_a05.data	  0.0	-0.296	 3.453	
p33_a06.data	  0.0	-0.269	 3.292	
p33_a07.data	  0.0	-0.411	 3.326	
p33_a08.data	  0.0	-0.289	 3.066	
p33_a09.data	  0.0	-0.182	 2.801	
p33_a10.data	  0.0	-0.286	 2.801	
p33_a20.data	  0.0	-0.775	 2.300	
p33_a30.data	  0.0	-0.757	 1.997	
p33_a40.data	  0.0	-0.786	 1.917	
p33_a50.data	  0.0	-0.841	 1.747	
p33_a60.data	  0.0	-0.886	 1.488	
p33_a70.data	  0.0	-0.619	 0.602	
p33_a80.data	  0.0	-0.876	 0.748	
p33_a90.data	  0.0	-1.094	 0.217	
p36_a00.data	  0.0	-0.610	 6.173	
p36_a01.data	  0.0	-0.601	 5.763	
p36_a02.data	  0.0	-0.770	 5.869	
p36_a03.data	  0.0	-0.806	 5.678	
p36_a04.data	  0.0	-0.791	 5.341	
p36_a05.data	  0.0	-1.005	 5.520	
p36_a06.data	  0.0	-1.039	 5.374	
p36_a07.data	  0.0	-1.048	 5.086	
p36_a08.data	  0.0	-1.116	 5.096	
p36_a09.data	  0.0	-0.905	 4.457	
p36_a10.data	  0.0	-0.629	 4.039	
p36_a20.data	  0.0	-0.534	 2.613	
p36_a30.data	  0.0	-0.611	 2.080	
p36_a40.data	  0.0	-0.578	 1.823	
p36_a50.data	  0.0	-0.795	 1.932	
p36_a60.data	  0.0	-0.884	 1.672	
p36_a70.data	  0.0	-0.578	 0.702	
p36_a80.data	  0.0	-0.909	 0.876	
p36_a90.data	  0.0	-1.142	 0.268	
