dataFileName	indexContact	indexMaxPreload	indexMaxAdhesion
p30_a00.data	226	251	333
p30_a01.data	225	251	331
p30_a02.data	224	249	329
p30_a03.data	224	249	327
p30_a04.data	222	247	318
p30_a05.data	222	247	312
p30_a06.data	222	247	310
p30_a07.data	221	244	304
p30_a08.data	220	244	303
p30_a09.data	220	243	302
p30_a10.data	220	245	299
p30_a20.data	218	243	288
p30_a30.data	219	242	286
p30_a40.data	217	242	284
p30_a50.data	217	241	281
p30_a60.data	217	241	279
p30_a70.data	217	241	277
p30_a80.data	215	239	275
p30_a90.data	215	239	281
p35_a00.data	227	275	394
p35_a01.data	227	275	393
p35_a02.data	227	276	392
p35_a03.data	226	275	384
p35_a04.data	226	274	382
p35_a05.data	224	273	380
p35_a06.data	224	272	378
p35_a07.data	225	272	378
p35_a08.data	225	272	377
p35_a09.data	224	272	376
p35_a10.data	224	272	374
p35_a20.data	224	272	354
p35_a30.data	222	270	339
p35_a40.data	220	269	335
p35_a50.data	220	269	332
p35_a60.data	218	267	327
p35_a70.data	218	267	324
p35_a80.data	218	267	324
p35_a90.data	217	266	334
