dataFileName	indexContact	indexMaxPreload	indexMaxAdhesion
p27-a00.data	233	236	298
p27-a01.data	231	235	292
p27-a02.data	231	235	290
p27-a03.data	230	234	288
p27-a04.data	230	233	285
p27-a05.data	229	232	284
p27-a06.data	229	232	282
p27-a07.data	228	231	279
p27-a08.data	226	229	276
p27-a09.data	226	229	275
p27-a10.data	225	228	272
p27-a20.data	225	228	264
p27-a30.data	224	227	262
p27-a40.data	224	226	261
p27-a50.data	223	226	257
p27-a60.data	223	225	256
p27-a70.data	222	225	250
p27-a80.data	222	224	246
p27-a90.data	222	224	244
p29-a00.data	234	246	329
p29-a01.data	233	245	324
p29-a02.data	232	245	325
p29-a03.data	230	243	328
p29-a04.data	230	243	319
p29-a05.data	230	242	315
p29-a06.data	230	242	312
p29-a07.data	228	240	311
p29-a08.data	225	238	309
p29-a09.data	226	238	309
p29-a10.data	224	237	305
p29-a20.data	225	237	287
p29-a30.data	223	236	282
p29-a40.data	223	236	280
p29-a50.data	222	235	286
p29-a60.data	222	235	277
p29-a70.data	222	234	268
p29-a80.data	222	234	263
p29-a90.data	221	234	262
p31-a00.data	233	255	368
p31-a01.data	233	255	365
p31-a02.data	232	254	362
p31-a03.data	232	254	359
p31-a04.data	231	253	348
p31-a05.data	231	253	345
p31-a06.data	230	252	340
p31-a07.data	228	250	339
p31-a08.data	228	250	335
p31-a09.data	226	248	331
p31-a10.data	226	248	329
p31-a20.data	225	247	314
p31-a30.data	225	247	307
p31-a40.data	223	246	324
p31-a50.data	223	246	313
p31-a60.data	223	245	301
p31-a70.data	223	245	290
p31-a80.data	221	243	283
p31-a90.data	221	244	282
p33-a00.data	233	266	405
p33-a01.data	234	266	412
p33-a02.data	232	264	403
p33-a03.data	231	263	390
p33-a04.data	230	263	387
p33-a05.data	229	262	381
p33-a06.data	230	262	378
p33-a07.data	229	261	374
p33-a08.data	229	261	372
p33-a09.data	227	259	360
p33-a10.data	224	257	362
p33-a20.data	224	257	339
p33-a30.data	223	255	323
p33-a40.data	223	255	322
p33-a50.data	223	255	319
p33-a60.data	221	255	314
p33-a70.data	220	254	304
p33-a80.data	220	253	303
p33-a90.data	220	253	301
p35-a00.data	233	276	455
p35-a01.data	234	276	434
p35-a02.data	232	274	424
p35-a03.data	231	275	433
p35-a04.data	231	273	420
p35-a05.data	230	272	415
p35-a06.data	230	272	412
p35-a07.data	228	270	403
p35-a08.data	228	270	394
p35-a09.data	227	269	395
p35-a10.data	224	267	391
p35-a20.data	225	267	362
p35-a30.data	224	266	352
p35-a40.data	223	266	349
p35-a50.data	222	264	342
p35-a60.data	221	265	332
p35-a70.data	221	264	325
p35-a80.data	221	263	322
p35-a90.data	221	263	321
