fileName	anglePitch	forceMaxAdhesion	forceMaxShear
../20091124-sws11-ls/data/separated/p30_a00.data	 -4.0	 0.190	 1.235	
../20091124-sws11-ls/data/separated/p30_a01.data	 -4.0	 0.538	-1.245	
../20091124-sws11-ls/data/separated/p30_a02.data	 -4.0	 0.068	 1.194	
../20091124-sws11-ls/data/separated/p30_a03.data	 -4.0	 0.020	 1.145	
../20091124-sws11-ls/data/separated/p30_a04.data	 -4.0	 0.046	 1.017	
../20091124-sws11-ls/data/separated/p30_a05.data	 -4.0	-0.109	 1.125	
../20091124-sws11-ls/data/separated/p30_a06.data	 -4.0	-0.159	 1.092	
../20091124-sws11-ls/data/separated/p30_a07.data	 -4.0	-0.121	 1.027	
../20091124-sws11-ls/data/separated/p30_a08.data	 -4.0	-0.148	 0.977	
../20091124-sws11-ls/data/separated/p30_a09.data	 -4.0	-0.210	 0.916	
../20091124-sws11-ls/data/separated/p30_a10.data	 -4.0	-0.214	 0.944	
../20091124-sws11-ls/data/separated/p30_a20.data	 -4.0	-0.370	 0.711	
../20091124-sws11-ls/data/separated/p30_a30.data	 -4.0	-0.472	 0.680	
../20091124-sws11-ls/data/separated/p30_a40.data	 -4.0	-0.501	 0.613	
../20091124-sws11-ls/data/separated/p30_a50.data	 -4.0	-0.524	 0.567	
../20091124-sws11-ls/data/separated/p30_a60.data	 -4.0	-0.610	 0.501	
../20091124-sws11-ls/data/separated/p30_a70.data	 -4.0	-0.805	 0.452	
../20091124-sws11-ls/data/separated/p30_a80.data	 -4.0	-0.858	 0.280	
../20091124-sws11-ls/data/separated/p30_a90.data	 -4.0	-0.888	 0.054	
../20091124-sws11-ls/data/separated/p33_a00.data	 -4.0	 0.425	 1.648	
../20091124-sws11-ls/data/separated/p33_a01.data	 -4.0	 0.290	 1.713	
../20091124-sws11-ls/data/separated/p33_a02.data	 -4.0	 0.212	 1.692	
../20091124-sws11-ls/data/separated/p33_a03.data	 -4.0	 0.230	 1.587	
../20091124-sws11-ls/data/separated/p33_a04.data	 -4.0	 0.176	 1.604	
../20091124-sws11-ls/data/separated/p33_a05.data	 -4.0	 0.173	 1.503	
../20091124-sws11-ls/data/separated/p33_a06.data	 -4.0	 0.114	 1.515	
../20091124-sws11-ls/data/separated/p33_a07.data	 -4.0	 0.051	 1.512	
../20091124-sws11-ls/data/separated/p33_a08.data	 -4.0	 0.157	 1.318	
../20091124-sws11-ls/data/separated/p33_a09.data	 -4.0	 0.038	 1.346	
../20091124-sws11-ls/data/separated/p33_a10.data	 -4.0	-0.005	 1.354	
../20091124-sws11-ls/data/separated/p33_a20.data	 -4.0	-0.192	 0.836	
../20091124-sws11-ls/data/separated/p33_a30.data	 -4.0	-0.362	 0.648	
../20091124-sws11-ls/data/separated/p33_a40.data	 -4.0	-0.376	 0.489	
../20091124-sws11-ls/data/separated/p33_a50.data	 -4.0	-0.479	 0.383	
../20091124-sws11-ls/data/separated/p33_a60.data	 -4.0	-0.619	 0.730	
../20091124-sws11-ls/data/separated/p33_a70.data	 -4.0	-0.759	 0.583	
../20091124-sws11-ls/data/separated/p33_a80.data	 -4.0	-0.892	 0.371	
../20091124-sws11-ls/data/separated/p33_a90.data	 -4.0	-0.986	 0.067	
../20091124-sws11-ls/data/separated/p36_a00.data	 -4.0	 0.906	 1.769	
../20091124-sws11-ls/data/separated/p36_a01.data	 -4.0	 0.796	 1.790	
../20091124-sws11-ls/data/separated/p36_a02.data	 -4.0	 0.708	 1.778	
../20091124-sws11-ls/data/separated/p36_a03.data	 -4.0	 0.649	 1.723	
../20091124-sws11-ls/data/separated/p36_a04.data	 -4.0	 0.524	 1.870	
../20091124-sws11-ls/data/separated/p36_a05.data	 -4.0	 0.497	 1.702	
../20091124-sws11-ls/data/separated/p36_a06.data	 -4.0	 0.418	 1.774	
../20091124-sws11-ls/data/separated/p36_a07.data	 -4.0	 0.374	 1.756	
../20091124-sws11-ls/data/separated/p36_a08.data	 -4.0	 0.250	 1.805	
../20091124-sws11-ls/data/separated/p36_a09.data	 -4.0	 0.255	 1.757	
../20091124-sws11-ls/data/separated/p36_a10.data	 -4.0	 0.118	 1.844	
../20091124-sws11-ls/data/separated/p36_a20.data	 -4.0	-0.066	 1.402	
../20091124-sws11-ls/data/separated/p36_a30.data	 -4.0	-0.195	 0.878	
../20091124-sws11-ls/data/separated/p36_a40.data	 -4.0	-0.262	 0.659	
../20091124-sws11-ls/data/separated/p36_a50.data	 -4.0	-0.358	 0.671	
../20091124-sws11-ls/data/separated/p36_a60.data	 -4.0	-0.508	 0.910	
../20091124-sws11-ls/data/separated/p36_a70.data	 -4.0	-0.643	 0.698	
../20091124-sws11-ls/data/separated/p36_a80.data	 -4.0	-0.904	 0.457	
../20091124-sws11-ls/data/separated/p36_a90.data	 -4.0	-0.999	 0.064	
