dataFileName	indexContact	indexMaxPreload	indexMaxAdhesion
p30_a00.data	237	252	326
p30_a01.data	323	237	250
p30_a02.data	237	251	322
p30_a03.data	236	249	324
p30_a04.data	234	247	309
p30_a05.data	234	247	313
p30_a06.data	232	245	309
p30_a07.data	233	245	306
p30_a08.data	231	243	302
p30_a09.data	231	243	299
p30_a10.data	229	241	297
p30_a20.data	228	239	284
p30_a30.data	229	240	282
p30_a40.data	227	239	278
p30_a50.data	228	239	276
p30_a60.data	225	237	271
p30_a70.data	225	236	270
p30_a80.data	226	236	267
p30_a90.data	224	235	264
p33_a00.data	240	266	373
p33_a01.data	239	265	369
p33_a02.data	238	265	378
p33_a03.data	238	263	366
p33_a04.data	237	262	360
p33_a05.data	237	262	353
p33_a06.data	235	260	350
p33_a07.data	235	260	349
p33_a08.data	233	258	338
p33_a09.data	232	257	338
p33_a10.data	232	257	338
p33_a20.data	231	256	323
p33_a30.data	231	256	322
p33_a40.data	230	255	317
p33_a50.data	231	255	313
p33_a60.data	230	254	305
p33_a70.data	229	254	301
p33_a80.data	228	252	296
p33_a90.data	228	252	296
p36_a00.data	241	281	396
p36_a01.data	239	280	395
p36_a02.data	239	279	393
p36_a03.data	238	277	388
p36_a04.data	237	277	391
p36_a05.data	237	277	386
p36_a06.data	236	276	385
p36_a07.data	236	276	383
p36_a08.data	235	274	384
p36_a09.data	233	272	378
p36_a10.data	233	272	380
p36_a20.data	231	270	356
p36_a30.data	231	270	350
p36_a40.data	229	268	346
p36_a50.data	229	268	341
p36_a60.data	227	266	332
p36_a70.data	227	266	327
p36_a80.data	225	264	323
p36_a90.data	225	264	323
