dataFileName	indexContact	indexMaxPreload	indexMaxAdhesion
p30-a00.data	231	251	330
p30-a01.data	229	248	324
p30-a02.data	228	248	323
p30-a03.data	227	246	321
p30-a04.data	227	246	319
p30-a05.data	225	244	316
p30-a06.data	225	244	313
p30-a07.data	223	243	311
p30-a08.data	222	240	307
p30-a09.data	222	240	306
p30-a10.data	221	239	302
p30-a20.data	221	239	297
p30-a30.data	220	238	293
p30-a40.data	220	238	290
p30-a50.data	219	236	286
p30-a60.data	218	236	284
p30-a70.data	217	234	274
p30-a80.data	217	234	269
p30-a90.data	217	234	266
p33-a00.data	233	265	376
p33-a01.data	233	267	372
p33-a02.data	231	264	365
p33-a03.data	231	262	367
p33-a04.data	228	259	359
p33-a05.data	227	259	351
p33-a06.data	227	258	351
p33-a07.data	225	256	343
p33-a08.data	225	256	339
p33-a09.data	223	254	336
p33-a10.data	223	254	332
p33-a20.data	221	252	323
p33-a30.data	219	250	318
p33-a40.data	219	250	316
p33-a50.data	216	247	309
p33-a60.data	217	247	306
p33-a70.data	215	246	302
p33-a80.data	215	246	299
p33-a90.data	215	245	295
p36-a00.data	236	281	410
p36-a01.data	234	279	406
p36-a02.data	234	279	405
p36-a03.data	232	277	398
p36-a04.data	232	277	398
p36-a05.data	230	276	394
p36-a06.data	230	275	392
p36-a07.data	230	275	390
p36-a08.data	228	273	386
p36-a09.data	228	273	384
p36-a10.data	226	271	380
p36-a20.data	226	268	355
p36-a30.data	223	268	349
p36-a40.data	221	266	344
p36-a50.data	221	266	341
p36-a60.data	219	264	335
p36-a70.data	219	264	332
p36-a80.data	217	262	330
p36-a90.data	217	262	330
