fileName	anglePitch	forceMaxAdhesion	forceMaxShear
../031-20100111-sws16-ls/data/separated/p30-a00.data	 -3.0	-1.415	 5.483	
../031-20100111-sws16-ls/data/separated/p30-a01.data	 -3.0	-1.445	 5.203	
../031-20100111-sws16-ls/data/separated/p30-a02.data	 -3.0	-1.651	 5.103	
../031-20100111-sws16-ls/data/separated/p30-a03.data	 -3.0	-1.818	 5.019	
../031-20100111-sws16-ls/data/separated/p30-a04.data	 -3.0	-1.894	 4.859	
../031-20100111-sws16-ls/data/separated/p30-a05.data	 -3.0	-2.011	 4.669	
../031-20100111-sws16-ls/data/separated/p30-a06.data	 -3.0	-2.114	 4.542	
../031-20100111-sws16-ls/data/separated/p30-a07.data	 -3.0	-2.141	 4.327	
../031-20100111-sws16-ls/data/separated/p30-a08.data	 -3.0	-2.265	 4.239	
../031-20100111-sws16-ls/data/separated/p30-a09.data	 -3.0	-2.345	 4.099	
../031-20100111-sws16-ls/data/separated/p30-a10.data	 -3.0	-2.422	 3.977	
../031-20100111-sws16-ls/data/separated/p30-a20.data	 -3.0	-2.464	 2.622	
../031-20100111-sws16-ls/data/separated/p30-a30.data	 -3.0	-2.634	 2.427	
../031-20100111-sws16-ls/data/separated/p30-a40.data	 -3.0	-2.791	 2.313	
../031-20100111-sws16-ls/data/separated/p30-a50.data	 -3.0	-2.971	 2.129	
../031-20100111-sws16-ls/data/separated/p30-a60.data	 -3.0	-3.085	 1.836	
../031-20100111-sws16-ls/data/separated/p30-a70.data	 -3.0	-3.384	 1.420	
../031-20100111-sws16-ls/data/separated/p30-a80.data	 -3.0	-3.642	 0.953	
../031-20100111-sws16-ls/data/separated/p30-a90.data	 -3.0	-3.890	 0.368	
../031-20100111-sws16-ls/data/separated/p33-a00.data	 -3.0	-0.755	 6.057	
../031-20100111-sws16-ls/data/separated/p33-a01.data	 -3.0	-0.906	 5.873	
../031-20100111-sws16-ls/data/separated/p33-a02.data	 -3.0	-1.050	 5.760	
../031-20100111-sws16-ls/data/separated/p33-a03.data	 -3.0	-1.251	 5.631	
../031-20100111-sws16-ls/data/separated/p33-a04.data	 -3.0	-1.310	 5.404	
../031-20100111-sws16-ls/data/separated/p33-a05.data	 -3.0	-1.357	 5.226	
../031-20100111-sws16-ls/data/separated/p33-a06.data	 -3.0	-1.559	 5.181	
../031-20100111-sws16-ls/data/separated/p33-a07.data	 -3.0	-1.686	 5.047	
../031-20100111-sws16-ls/data/separated/p33-a08.data	 -3.0	-1.769	 4.908	
../031-20100111-sws16-ls/data/separated/p33-a09.data	 -3.0	-1.820	 4.701	
../031-20100111-sws16-ls/data/separated/p33-a10.data	 -3.0	-1.942	 4.611	
../031-20100111-sws16-ls/data/separated/p33-a20.data	 -3.0	-2.667	 3.623	
../031-20100111-sws16-ls/data/separated/p33-a30.data	 -3.0	-2.476	 2.870	
../031-20100111-sws16-ls/data/separated/p33-a40.data	 -3.0	-2.517	 2.663	
../031-20100111-sws16-ls/data/separated/p33-a50.data	 -3.0	-2.701	 2.435	
../031-20100111-sws16-ls/data/separated/p33-a60.data	 -3.0	-2.990	 2.114	
../031-20100111-sws16-ls/data/separated/p33-a70.data	 -3.0	-3.379	 1.648	
../031-20100111-sws16-ls/data/separated/p33-a80.data	 -3.0	-3.759	 1.111	
../031-20100111-sws16-ls/data/separated/p33-a90.data	 -3.0	-4.001	 0.356	
../031-20100111-sws16-ls/data/separated/p36-a00.data	 -3.0	-0.163	 6.565	
../031-20100111-sws16-ls/data/separated/p36-a01.data	 -3.0	-0.215	 6.305	
../031-20100111-sws16-ls/data/separated/p36-a02.data	 -3.0	-0.270	 6.021	
../031-20100111-sws16-ls/data/separated/p36-a03.data	 -3.0	-0.525	 5.989	
../031-20100111-sws16-ls/data/separated/p36-a04.data	 -3.0	-0.617	 5.869	
../031-20100111-sws16-ls/data/separated/p36-a05.data	 -3.0	-0.861	 5.853	
../031-20100111-sws16-ls/data/separated/p36-a06.data	 -3.0	-0.984	 5.703	
../031-20100111-sws16-ls/data/separated/p36-a07.data	 -3.0	-1.220	 5.670	
../031-20100111-sws16-ls/data/separated/p36-a08.data	 -3.0	-1.376	 5.617	
../031-20100111-sws16-ls/data/separated/p36-a09.data	 -3.0	-1.479	 5.462	
../031-20100111-sws16-ls/data/separated/p36-a10.data	 -3.0	-1.507	 5.265	
../031-20100111-sws16-ls/data/separated/p36-a20.data	 -3.0	-2.236	 4.131	
../031-20100111-sws16-ls/data/separated/p36-a30.data	 -3.0	-2.748	 3.540	
../031-20100111-sws16-ls/data/separated/p36-a40.data	 -3.0	-2.716	 3.176	
../031-20100111-sws16-ls/data/separated/p36-a50.data	 -3.0	-2.575	 2.713	
../031-20100111-sws16-ls/data/separated/p36-a60.data	 -3.0	-2.812	 2.345	
../031-20100111-sws16-ls/data/separated/p36-a70.data	 -3.0	-3.254	 1.889	
../031-20100111-sws16-ls/data/separated/p36-a80.data	 -3.0	-3.749	 1.222	
../031-20100111-sws16-ls/data/separated/p36-a90.data	 -3.0	-4.058	 0.326	
