dataFileName	indexContact	indexMaxPreload	indexMaxAdhesion
p30_a00.data	219	251	397
p30_a01.data	218	249	386
p30_a02.data	218	249	373
p30_a03.data	217	247	368
p30_a04.data	217	247	362
p30_a05.data	216	246	357
p30_a06.data	215	244	351
p30_a07.data	215	244	346
p30_a08.data	215	243	339
p30_a09.data	215	243	337
p30_a10.data	213	241	331
p30_a20.data	214	241	310
p30_a30.data	212	238	304
p30_a40.data	210	237	298
p30_a50.data	211	236	293
p30_a60.data	211	236	286
p30_a70.data	209	234	280
p30_a80.data	209	235	278
p30_a90.data	209	234	279
p35_a00.data	226	276	468
p35_a01.data	226	277	460
p35_a02.data	226	275	450
p35_a03.data	224	273	427
p35_a04.data	224	273	424
p35_a05.data	223	272	419
p35_a06.data	223	272	417
p35_a07.data	222	270	412
p35_a08.data	219	268	400
p35_a09.data	220	268	396
p35_a10.data	219	267	390
p35_a20.data	219	267	364
p35_a30.data	217	265	354
p35_a40.data	219	265	345
p35_a50.data	216	263	339
p35_a60.data	216	263	333
p35_a70.data	215	262	327
p35_a80.data	215	261	325
p35_a90.data	214	260	328
