fileName	anglePitch	forceMaxAdhesion	forceMaxShear
../033-20100302-sws17-ls/data/separated/p30-1-a00.data	 -3.0	-0.127	 3.853	
../033-20100302-sws17-ls/data/separated/p30-1-a01.data	 -3.0	-0.304	 3.845	
../033-20100302-sws17-ls/data/separated/p30-1-a02.data	 -3.0	-0.514	 3.813	
../033-20100302-sws17-ls/data/separated/p30-1-a03.data	 -3.0	-0.752	 3.682	
../033-20100302-sws17-ls/data/separated/p30-1-a04.data	 -3.0	-0.946	 3.675	
../033-20100302-sws17-ls/data/separated/p30-1-a05.data	 -3.0	-1.036	 3.675	
../033-20100302-sws17-ls/data/separated/p30-1-a06.data	 -3.0	-1.438	 3.678	
../033-20100302-sws17-ls/data/separated/p30-1-a07.data	 -3.0	-1.385	 3.695	
../033-20100302-sws17-ls/data/separated/p30-1-a08.data	 -3.0	-1.626	 3.672	
../033-20100302-sws17-ls/data/separated/p30-1-a09.data	 -3.0	-1.780	 3.631	
../033-20100302-sws17-ls/data/separated/p30-1-a10.data	 -3.0	-2.043	 3.746	
../033-20100302-sws17-ls/data/separated/p30-1-a20.data	 -3.0	-3.273	 2.877	
../033-20100302-sws17-ls/data/separated/p30-1-a30.data	 -3.0	-2.952	 2.437	
../033-20100302-sws17-ls/data/separated/p30-1-a40.data	 -3.0	-2.715	 2.267	
../033-20100302-sws17-ls/data/separated/p30-1-a50.data	 -3.0	-2.672	 2.245	
../033-20100302-sws17-ls/data/separated/p30-1-a60.data	 -3.0	-1.752	 1.660	
../033-20100302-sws17-ls/data/separated/p30-1-a70.data	 -3.0	-1.904	 1.337	
../033-20100302-sws17-ls/data/separated/p30-1-a80.data	 -3.0	-2.104	 0.876	
../033-20100302-sws17-ls/data/separated/p30-1-a90.data	 -3.0	-2.500	 0.262	
../033-20100302-sws17-ls/data/separated/p30-2-a00.data	 -3.0	-0.329	 4.108	
../033-20100302-sws17-ls/data/separated/p30-2-a01.data	 -3.0	-0.600	 4.007	
../033-20100302-sws17-ls/data/separated/p30-2-a02.data	 -3.0	-0.632	 3.886	
../033-20100302-sws17-ls/data/separated/p30-2-a03.data	 -3.0	-0.906	 3.853	
../033-20100302-sws17-ls/data/separated/p30-2-a04.data	 -3.0	-1.041	 3.798	
../033-20100302-sws17-ls/data/separated/p30-2-a05.data	 -3.0	-1.329	 3.846	
../033-20100302-sws17-ls/data/separated/p30-2-a06.data	 -3.0	-1.314	 3.766	
../033-20100302-sws17-ls/data/separated/p30-2-a07.data	 -3.0	-1.516	 3.830	
../033-20100302-sws17-ls/data/separated/p30-2-a08.data	 -3.0	-1.621	 3.779	
../033-20100302-sws17-ls/data/separated/p30-2-a09.data	 -3.0	-1.938	 3.833	
../033-20100302-sws17-ls/data/separated/p30-2-a10.data	 -3.0	-2.194	 3.808	
../033-20100302-sws17-ls/data/separated/p30-2-a20.data	 -3.0	-3.285	 2.931	
../033-20100302-sws17-ls/data/separated/p30-2-a30.data	 -3.0	-2.985	 2.541	
../033-20100302-sws17-ls/data/separated/p30-2-a40.data	 -3.0	-2.873	 2.307	
../033-20100302-sws17-ls/data/separated/p30-2-a50.data	 -3.0	-2.581	 2.185	
../033-20100302-sws17-ls/data/separated/p30-2-a60.data	 -3.0	-1.776	 1.677	
../033-20100302-sws17-ls/data/separated/p30-2-a70.data	 -3.0	-1.947	 1.312	
../033-20100302-sws17-ls/data/separated/p30-2-a80.data	 -3.0	-2.192	 0.868	
../033-20100302-sws17-ls/data/separated/p30-2-a90.data	 -3.0	-2.524	 0.286	
../033-20100302-sws17-ls/data/separated/p30-3-a00.data	 -3.0	-0.585	 4.205	
../033-20100302-sws17-ls/data/separated/p30-3-a01.data	 -3.0	-0.671	 4.084	
../033-20100302-sws17-ls/data/separated/p30-3-a02.data	 -3.0	-0.904	 4.120	
../033-20100302-sws17-ls/data/separated/p30-3-a03.data	 -3.0	-1.040	 3.998	
../033-20100302-sws17-ls/data/separated/p30-3-a04.data	 -3.0	-1.193	 3.816	
../033-20100302-sws17-ls/data/separated/p30-3-a05.data	 -3.0	-1.209	 3.862	
../033-20100302-sws17-ls/data/separated/p30-3-a06.data	 -3.0	-1.331	 3.776	
../033-20100302-sws17-ls/data/separated/p30-3-a07.data	 -3.0	-1.727	 3.837	
../033-20100302-sws17-ls/data/separated/p30-3-a08.data	 -3.0	-1.952	 3.827	
../033-20100302-sws17-ls/data/separated/p30-3-a09.data	 -3.0	-2.175	 3.838	
../033-20100302-sws17-ls/data/separated/p30-3-a10.data	 -3.0	-2.120	 3.874	
../033-20100302-sws17-ls/data/separated/p30-3-a20.data	 -3.0	-3.613	 3.215	
../033-20100302-sws17-ls/data/separated/p30-3-a30.data	 -3.0	-3.106	 2.732	
../033-20100302-sws17-ls/data/separated/p30-3-a40.data	 -3.0	-2.738	 2.351	
../033-20100302-sws17-ls/data/separated/p30-3-a50.data	 -3.0	-2.524	 2.215	
../033-20100302-sws17-ls/data/separated/p30-3-a60.data	 -3.0	-1.765	 1.669	
../033-20100302-sws17-ls/data/separated/p30-3-a70.data	 -3.0	-1.894	 1.310	
../033-20100302-sws17-ls/data/separated/p30-3-a80.data	 -3.0	-2.005	 0.864	
../033-20100302-sws17-ls/data/separated/p30-3-a90.data	 -3.0	-2.276	 0.299	
../033-20100302-sws17-ls/data/separated/p33-1-a00.data	 -3.0	 0.162	 5.421	
../033-20100302-sws17-ls/data/separated/p33-1-a01.data	 -3.0	 0.102	 5.210	
../033-20100302-sws17-ls/data/separated/p33-1-a02.data	 -3.0	-0.153	 5.180	
../033-20100302-sws17-ls/data/separated/p33-1-a03.data	 -3.0	-0.417	 5.149	
