fileName	anglePitch	forceMaxAdhesion	forceMaxShear
../033-20100302-sws17-ls/data/separated/p33-1-a04.data	 -3.0	-0.590	 5.067	
../033-20100302-sws17-ls/data/separated/p33-1-a05.data	 -3.0	-0.586	 4.879	
../033-20100302-sws17-ls/data/separated/p33-1-a06.data	 -3.0	-0.787	 4.809	
../033-20100302-sws17-ls/data/separated/p33-1-a07.data	 -3.0	-0.834	 4.666	
../033-20100302-sws17-ls/data/separated/p33-1-a08.data	 -3.0	-0.802	 4.292	
../033-20100302-sws17-ls/data/separated/p33-1-a09.data	 -3.0	-0.840	 4.383	
../033-20100302-sws17-ls/data/separated/p33-1-a10.data	 -3.0	-1.111	 4.277	
../033-20100302-sws17-ls/data/separated/p33-1-a20.data	 -3.0	-2.066	 3.818	
../033-20100302-sws17-ls/data/separated/p33-1-a30.data	 -3.0	-3.557	 3.009	
../033-20100302-sws17-ls/data/separated/p33-1-a40.data	 -3.0	-3.624	 3.216	
../033-20100302-sws17-ls/data/separated/p33-1-a50.data	 -3.0	-3.899	 3.398	
../033-20100302-sws17-ls/data/separated/p33-1-a60.data	 -3.0	-2.871	 2.457	
../033-20100302-sws17-ls/data/separated/p33-1-a70.data	 -3.0	-1.964	 1.718	
../033-20100302-sws17-ls/data/separated/p33-1-a80.data	 -3.0	-1.999	 1.065	
../033-20100302-sws17-ls/data/separated/p33-1-a90.data	 -3.0	-2.317	 0.252	
../033-20100302-sws17-ls/data/separated/p33-2-a00.data	 -3.0	 0.093	 5.428	
../033-20100302-sws17-ls/data/separated/p33-2-a01.data	 -3.0	 0.015	 5.377	
../033-20100302-sws17-ls/data/separated/p33-2-a02.data	 -3.0	-0.258	 5.369	
../033-20100302-sws17-ls/data/separated/p33-2-a03.data	 -3.0	-0.362	 5.139	
../033-20100302-sws17-ls/data/separated/p33-2-a04.data	 -3.0	-0.467	 4.988	
../033-20100302-sws17-ls/data/separated/p33-2-a05.data	 -3.0	-0.700	 4.944	
../033-20100302-sws17-ls/data/separated/p33-2-a06.data	 -3.0	-0.839	 4.858	
../033-20100302-sws17-ls/data/separated/p33-2-a07.data	 -3.0	-0.978	 4.758	
../033-20100302-sws17-ls/data/separated/p33-2-a08.data	 -3.0	-0.982	 4.463	
../033-20100302-sws17-ls/data/separated/p33-2-a09.data	 -3.0	-0.981	 4.305	
../033-20100302-sws17-ls/data/separated/p33-2-a10.data	 -3.0	-1.006	 4.201	
../033-20100302-sws17-ls/data/separated/p33-2-a20.data	 -3.0	-2.104	 3.864	
../033-20100302-sws17-ls/data/separated/p33-2-a30.data	 -3.0	-3.546	 3.105	
../033-20100302-sws17-ls/data/separated/p33-2-a40.data	 -3.0	-3.586	 3.168	
../033-20100302-sws17-ls/data/separated/p33-2-a50.data	 -3.0	-3.739	 3.313	
../033-20100302-sws17-ls/data/separated/p33-2-a60.data	 -3.0	-3.000	 2.587	
../033-20100302-sws17-ls/data/separated/p33-2-a70.data	 -3.0	-1.970	 1.689	
../033-20100302-sws17-ls/data/separated/p33-2-a80.data	 -3.0	-2.116	 1.075	
../033-20100302-sws17-ls/data/separated/p33-2-a90.data	 -3.0	-2.345	 0.307	
../033-20100302-sws17-ls/data/separated/p33-3-a00.data	 -3.0	 0.123	 5.404	
../033-20100302-sws17-ls/data/separated/p33-3-a01.data	 -3.0	-0.031	 5.376	
../033-20100302-sws17-ls/data/separated/p33-3-a02.data	 -3.0	-0.396	 5.439	
../033-20100302-sws17-ls/data/separated/p33-3-a03.data	 -3.0	-0.394	 5.157	
../033-20100302-sws17-ls/data/separated/p33-3-a04.data	 -3.0	-0.672	 5.132	
../033-20100302-sws17-ls/data/separated/p33-3-a05.data	 -3.0	-0.703	 4.932	
../033-20100302-sws17-ls/data/separated/p33-3-a06.data	 -3.0	-0.767	 4.779	
../033-20100302-sws17-ls/data/separated/p33-3-a07.data	 -3.0	-1.032	 4.731	
../033-20100302-sws17-ls/data/separated/p33-3-a08.data	 -3.0	-1.010	 4.644	
../033-20100302-sws17-ls/data/separated/p33-3-a09.data	 -3.0	-1.094	 4.341	
../033-20100302-sws17-ls/data/separated/p33-3-a10.data	 -3.0	-1.191	 4.119	
../033-20100302-sws17-ls/data/separated/p33-3-a20.data	 -3.0	-2.168	 3.837	
../033-20100302-sws17-ls/data/separated/p33-3-a30.data	 -3.0	-3.523	 3.046	
../033-20100302-sws17-ls/data/separated/p33-3-a40.data	 -3.0	-3.502	 3.160	
../033-20100302-sws17-ls/data/separated/p33-3-a50.data	 -3.0	-3.818	 3.443	
../033-20100302-sws17-ls/data/separated/p33-3-a60.data	 -3.0	-2.942	 2.571	
../033-20100302-sws17-ls/data/separated/p33-3-a70.data	 -3.0	-1.968	 1.679	
../033-20100302-sws17-ls/data/separated/p33-3-a80.data	 -3.0	-2.050	 1.049	
../033-20100302-sws17-ls/data/separated/p33-3-a90.data	 -3.0	-2.263	 0.273	
../033-20100302-sws17-ls/data/separated/p36-1-a00.data	 -3.0	 0.585	 6.858	
../033-20100302-sws17-ls/data/separated/p36-1-a01.data	 -3.0	 0.480	 6.478	
../033-20100302-sws17-ls/data/separated/p36-1-a02.data	 -3.0	 0.170	 6.647	
../033-20100302-sws17-ls/data/separated/p36-1-a03.data	 -3.0	 0.030	 6.482	
../033-20100302-sws17-ls/data/separated/p36-1-a04.data	 -3.0	-0.017	 6.316	
../033-20100302-sws17-ls/data/separated/p36-1-a05.data	 -3.0	 0.276	 5.861	
../033-20100302-sws17-ls/data/separated/p36-1-a06.data	 -3.0	-0.048	 5.763	
../033-20100302-sws17-ls/data/separated/p36-1-a07.data	 -3.0	-0.068	 5.675	
../033-20100302-sws17-ls/data/separated/p36-1-a08.data	 -3.0	-0.433	 5.562	
../033-20100302-sws17-ls/data/separated/p36-1-a09.data	 -3.0	-0.600	 5.403	
../033-20100302-sws17-ls/data/separated/p36-1-a10.data	 -3.0	-0.761	 5.302	
../033-20100302-sws17-ls/data/separated/p36-1-a20.data	 -3.0	-1.518	 4.254	
../033-20100302-sws17-ls/data/separated/p36-1-a30.data	 -3.0	-1.799	 3.890	
../033-20100302-sws17-ls/data/separated/p36-1-a40.data	 -3.0	-3.343	 2.906	
../033-20100302-sws17-ls/data/separated/p36-1-a50.data	 -3.0	-3.457	 3.103	
../033-20100302-sws17-ls/data/separated/p36-1-a60.data	 -3.0	-3.720	 3.365	
../033-20100302-sws17-ls/data/separated/p36-1-a70.data	 -3.0	-2.580	 2.295	
../033-20100302-sws17-ls/data/separated/p36-1-a80.data	 -3.0	-2.192	 1.334	
../033-20100302-sws17-ls/data/separated/p36-1-a90.data	 -3.0	-2.554	 0.288	
../033-20100302-sws17-ls/data/separated/p36-2-a00.data	 -3.0	 0.560	 6.699	
../033-20100302-sws17-ls/data/separated/p36-2-a01.data	 -3.0	 0.437	 6.455	
../033-20100302-sws17-ls/data/separated/p36-2-a02.data	 -3.0	 0.207	 6.685	
../033-20100302-sws17-ls/data/separated/p36-2-a03.data	 -3.0	-0.162	 6.835	
../033-20100302-sws17-ls/data/separated/p36-2-a04.data	 -3.0	-0.182	 6.467	
../033-20100302-sws17-ls/data/separated/p36-2-a05.data	 -3.0	 0.076	 6.059	
../033-20100302-sws17-ls/data/separated/p36-2-a06.data	 -3.0	-0.164	 6.003	
../033-20100302-sws17-ls/data/separated/p36-2-a07.data	 -3.0	-0.204	 5.741	
../033-20100302-sws17-ls/data/separated/p36-2-a08.data	 -3.0	-0.432	 5.683	
../033-20100302-sws17-ls/data/separated/p36-2-a09.data	 -3.0	-0.744	 5.587	
../033-20100302-sws17-ls/data/separated/p36-2-a10.data	 -3.0	-0.774	 5.503	
../033-20100302-sws17-ls/data/separated/p36-2-a20.data	 -3.0	-1.413	 4.532	
../033-20100302-sws17-ls/data/separated/p36-2-a30.data	 -3.0	-2.016	 4.085	
../033-20100302-sws17-ls/data/separated/p36-2-a40.data	 -3.0	-2.506	 3.929	
../033-20100302-sws17-ls/data/separated/p36-2-a50.data	 -3.0	-3.617	 3.165	
../033-20100302-sws17-ls/data/separated/p36-2-a60.data	 -3.0	-3.828	 3.316	
../033-20100302-sws17-ls/data/separated/p36-2-a70.data	 -3.0	-2.604	 2.212	
../033-20100302-sws17-ls/data/separated/p36-2-a80.data	 -3.0	-2.260	 1.331	
../033-20100302-sws17-ls/data/separated/p36-2-a90.data	 -3.0	-2.369	 0.322	
../033-20100302-sws17-ls/data/separated/p36-3-a00.data	 -3.0	 0.538	 6.811	
../033-20100302-sws17-ls/data/separated/p36-3-a01.data	 -3.0	 0.282	 6.875	
../033-20100302-sws17-ls/data/separated/p36-3-a02.data	 -3.0	 0.082	 6.587	
../033-20100302-sws17-ls/data/separated/p36-3-a03.data	 -3.0	 0.051	 6.670	
../033-20100302-sws17-ls/data/separated/p36-3-a04.data	 -3.0	-0.124	 6.496	
../033-20100302-sws17-ls/data/separated/p36-3-a05.data	 -3.0	 0.026	 6.111	
../033-20100302-sws17-ls/data/separated/p36-3-a06.data	 -3.0	-0.137	 6.076	
../033-20100302-sws17-ls/data/separated/p36-3-a07.data	 -3.0	-0.127	 5.812	
../033-20100302-sws17-ls/data/separated/p36-3-a08.data	 -3.0	-0.204	 5.679	
../033-20100302-sws17-ls/data/separated/p36-3-a09.data	 -3.0	-0.602	 5.515	
../033-20100302-sws17-ls/data/separated/p36-3-a10.data	 -3.0	-0.708	 5.498	
../033-20100302-sws17-ls/data/separated/p36-3-a20.data	 -3.0	-1.237	 4.495	
../033-20100302-sws17-ls/data/separated/p36-3-a30.data	 -3.0	-3.363	 2.811	
../033-20100302-sws17-ls/data/separated/p36-3-a40.data	 -3.0	-3.404	 2.882	
../033-20100302-sws17-ls/data/separated/p36-3-a50.data	 -3.0	-3.537	 3.136	
../033-20100302-sws17-ls/data/separated/p36-3-a60.data	 -3.0	-3.730	 3.278	
../033-20100302-sws17-ls/data/separated/p36-3-a70.data	 -3.0	-2.735	 2.241	
../033-20100302-sws17-ls/data/separated/p36-3-a80.data	 -3.0	-2.211	 1.274	
../033-20100302-sws17-ls/data/separated/p36-3-a90.data	 -3.0	-2.341	 0.293	
