fileName	anglePitch	forceMaxAdhesion	forceMaxShear
../029-20091211-sws14-ls/data/separated/p30_a00.data	 -3.0	 2.278	 5.517	
../029-20091211-sws14-ls/data/separated/p30_a01.data	 -3.0	 2.239	 5.226	
../029-20091211-sws14-ls/data/separated/p30_a02.data	 -3.0	 2.119	 5.217	
../029-20091211-sws14-ls/data/separated/p30_a03.data	 -3.0	 2.119	 5.202	
../029-20091211-sws14-ls/data/separated/p30_a04.data	 -3.0	 2.012	 5.414	
../029-20091211-sws14-ls/data/separated/p30_a05.data	 -3.0	 1.837	 5.288	
../029-20091211-sws14-ls/data/separated/p30_a06.data	 -3.0	 1.967	 5.301	
../029-20091211-sws14-ls/data/separated/p30_a07.data	 -3.0	 1.744	 5.189	
../029-20091211-sws14-ls/data/separated/p30_a08.data	 -3.0	 1.844	 5.171	
../029-20091211-sws14-ls/data/separated/p30_a09.data	 -3.0	 1.744	 5.158	
../029-20091211-sws14-ls/data/separated/p30_a10.data	 -3.0	 1.708	 5.160	
../029-20091211-sws14-ls/data/separated/p30_a20.data	 -3.0	 1.201	 4.895	
../029-20091211-sws14-ls/data/separated/p30_a30.data	 -3.0	 1.162	 4.803	
../029-20091211-sws14-ls/data/separated/p30_a40.data	 -3.0	 0.932	 5.152	
../029-20091211-sws14-ls/data/separated/p30_a50.data	 -3.0	 0.804	 4.613	
../029-20091211-sws14-ls/data/separated/p30_a60.data	 -3.0	 0.512	 4.318	
../029-20091211-sws14-ls/data/separated/p30_a70.data	 -3.0	 0.042	 4.295	
../029-20091211-sws14-ls/data/separated/p30_a80.data	 -3.0	-1.041	 3.426	
../029-20091211-sws14-ls/data/separated/p30_a90.data	 -3.0	-2.774	 0.955	
../029-20091211-sws14-ls/data/separated/p33_a00.data	 -3.0	 3.653	 5.876	
../029-20091211-sws14-ls/data/separated/p33_a01.data	 -3.0	 3.639	 6.262	
../029-20091211-sws14-ls/data/separated/p33_a02.data	 -3.0	 3.421	 6.291	
../029-20091211-sws14-ls/data/separated/p33_a03.data	 -3.0	 3.576	 5.730	
../029-20091211-sws14-ls/data/separated/p33_a04.data	 -3.0	 3.361	 5.967	
../029-20091211-sws14-ls/data/separated/p33_a05.data	 -3.0	 3.407	 6.072	
../029-20091211-sws14-ls/data/separated/p33_a06.data	 -3.0	 3.316	 6.233	
../029-20091211-sws14-ls/data/separated/p33_a07.data	 -3.0	 3.250	 6.128	
../029-20091211-sws14-ls/data/separated/p33_a08.data	 -3.0	 3.216	 6.130	
../029-20091211-sws14-ls/data/separated/p33_a09.data	 -3.0	 3.037	 5.967	
../029-20091211-sws14-ls/data/separated/p33_a10.data	 -3.0	 3.004	 6.141	
../029-20091211-sws14-ls/data/separated/p33_a20.data	 -3.0	 2.365	 5.950	
../029-20091211-sws14-ls/data/separated/p33_a30.data	 -3.0	 2.208	 5.678	
../029-20091211-sws14-ls/data/separated/p33_a40.data	 -3.0	 1.908	 5.677	
../029-20091211-sws14-ls/data/separated/p33_a50.data	 -3.0	 1.832	 5.534	
../029-20091211-sws14-ls/data/separated/p33_a60.data	 -3.0	 1.466	 5.362	
../029-20091211-sws14-ls/data/separated/p33_a70.data	 -3.0	 0.854	 4.816	
../029-20091211-sws14-ls/data/separated/p33_a80.data	 -3.0	-0.422	 4.121	
../029-20091211-sws14-ls/data/separated/p33_a90.data	 -3.0	-2.831	 1.136	
../029-20091211-sws14-ls/data/separated/p36_a00.data	 -3.0	 5.175	 7.098	
../029-20091211-sws14-ls/data/separated/p36_a01.data	 -3.0	 5.107	 7.264	
../029-20091211-sws14-ls/data/separated/p36_a02.data	 -3.0	 5.065	 7.266	
../029-20091211-sws14-ls/data/separated/p36_a03.data	 -3.0	 4.792	 7.455	
../029-20091211-sws14-ls/data/separated/p36_a04.data	 -3.0	 4.813	 7.061	
../029-20091211-sws14-ls/data/separated/p36_a05.data	 -3.0	 4.723	 6.973	
../029-20091211-sws14-ls/data/separated/p36_a06.data	 -3.0	 4.703	 7.089	
../029-20091211-sws14-ls/data/separated/p36_a07.data	 -3.0	 4.510	 7.041	
../029-20091211-sws14-ls/data/separated/p36_a08.data	 -3.0	 4.593	 6.984	
../029-20091211-sws14-ls/data/separated/p36_a09.data	 -3.0	 4.449	 6.977	
../029-20091211-sws14-ls/data/separated/p36_a10.data	 -3.0	 4.494	 7.068	
../029-20091211-sws14-ls/data/separated/p36_a20.data	 -3.0	 3.797	 6.718	
../029-20091211-sws14-ls/data/separated/p36_a30.data	 -3.0	 3.317	 6.540	
../029-20091211-sws14-ls/data/separated/p36_a40.data	 -3.0	 3.192	 6.225	
../029-20091211-sws14-ls/data/separated/p36_a50.data	 -3.0	 2.948	 6.147	
../029-20091211-sws14-ls/data/separated/p36_a60.data	 -3.0	 2.482	 5.894	
../029-20091211-sws14-ls/data/separated/p36_a70.data	 -3.0	 1.624	 5.579	
../029-20091211-sws14-ls/data/separated/p36_a80.data	 -3.0	 0.107	 4.514	
../029-20091211-sws14-ls/data/separated/p36_a90.data	 -3.0	-2.812	 1.101	
