dataFileName	indexContact	indexMaxPreload	indexMaxAdhesion
p30_a00.data	229	250	278
p30_a01.data	229	251	275
p30_a02.data	228	249	276
p30_a03.data	227	249	274
p30_a04.data	228	249	274
p30_a05.data	226	248	272
p30_a06.data	226	248	273
p30_a07.data	225	247	271
p30_a08.data	226	247	271
p30_a09.data	226	246	272
p30_a10.data	226	247	271
p30_a20.data	226	247	270
p30_a30.data	224	244	268
p30_a40.data	224	245	272
p30_a50.data	224	244	268
p30_a60.data	224	243	268
p30_a70.data	222	243	270
p30_a80.data	223	242	275
p30_a90.data	223	242	290
p33_a00.data	230	265	293
p33_a01.data	230	265	296
p33_a02.data	228	263	294
p33_a03.data	229	264	291
p33_a04.data	229	263	291
p33_a05.data	226	262	290
p33_a06.data	226	261	292
p33_a07.data	225	260	290
p33_a08.data	225	260	290
p33_a09.data	225	259	288
p33_a10.data	225	258	289
p33_a20.data	224	257	287
p33_a30.data	221	255	284
p33_a40.data	220	255	285
p33_a50.data	219	253	284
p33_a60.data	219	253	284
p33_a70.data	218	252	285
p33_a80.data	218	251	293
p33_a90.data	218	251	314
p36_a00.data	232	280	318
p36_a01.data	231	280	317
p36_a02.data	231	280	316
p36_a03.data	230	279	318
p36_a04.data	229	276	313
p36_a05.data	229	278	311
p36_a06.data	227	275	310
p36_a07.data	228	275	310
p36_a08.data	224	273	310
p36_a09.data	225	270	310
p36_a10.data	222	271	307
p36_a20.data	221	269	303
p36_a30.data	221	269	304
p36_a40.data	220	268	302
p36_a50.data	220	268	302
p36_a60.data	219	267	303
p36_a70.data	218	267	308
p36_a80.data	217	265	315
p36_a90.data	217	265	340
